,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
799,728106713,"['6823051893', '6823051894', '6823051895', '6823051896', '6823051893']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
800,728106714,"['6823051897', '6823051898', '6823051899', '6823051900', '6823051897']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
801,728106715,"['6823051901', '6823051902', '6823051903', '6823051904', '6823051901']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
802,728106716,"['6823051905', '6823051906', '6823051907', '6823051908', '6823051905']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
803,728106717,"['6823051909', '6823051910', '6823051911', '6823051912', '6823051909']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
804,728106718,"['6823051913', '6823051914', '6823051915', '6823051916', '6823051913']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
805,728106719,"['6823051917', '6823051918', '6823051919', '6823051920', '6823051917']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
806,728106720,"['6823051921', '6823051922', '6823051923', '6823051924', '6823051921']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
807,728106721,"['6823051925', '6823051926', '6823051927', '6823051928', '6823051925']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
808,728106722,"['6823051929', '6823051930', '6823051931', '6823051932', '6823051929']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
809,728106723,"['6823051933', '6823051934', '6823051935', '6823051936', '6823051933']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
810,728106724,"['6823051937', '6823051938', '6823051939', '6823051940', '6823051937']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
811,728106725,"['6823051941', '6823051942', '6823051943', '6823051944', '6823051941']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
812,728106726,"['6823051945', '6823051946', '6823051947', '6823051948', '6823051945']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
813,728106727,"['6823051949', '6823051950', '6823051951', '6823051952', '6823051949']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
814,728106728,"['6823051953', '6823051954', '6823051955', '6823051956', '6823051953']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
815,728106729,"['6823051957', '6823051958', '6823051959', '6823051960', '6823051957']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
816,728106730,"['6823051961', '6823051962', '6823051963', '6823051964', '6823051961']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
817,728106731,"['6823051965', '6823051966', '6823051967', '6823051968', '6823051965']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
818,728106732,"['6823051969', '6823051970', '6823051971', '6823051972', '6823051969']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
819,728132452,"['6823252949', '6823252950', '6823252951', '6823252952', '6823252953', '6823252954', '6823252955', '6823252956', '6823252957', '6823252958', '6823252959', '6823252960', '6823252961', '6823252962', '6823252963', '6823252964', '6823252965', '6823252966', '6823252967', '6823252968', '6823252949']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
820,728132453,"['6823252969', '6823252970', '6823252971', '6823252972', '6823252973', '6823252974', '6823252975', '6823252976', '6823252977', '6823252978', '6823252979', '6823252980', '6823252981', '6823252982', '6823252983', '6823252984', '6823309685', '6823309686', '6823309687', '6823309688', '6823309689', '6823309690', '6823309691', '6823309692', '6823309693', '6823309694', '6823309695', '6823309696', '6823309697', '6823309698', '6823252969']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
821,729333142,"['6832792426', '6832792425', '6832792424', '6832792423', '6832792426']",Z 33505,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
822,729333143,"['6832792436', '6832792435', '6832792434', '6832792433', '6832792436']",52614,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
823,729333144,"['6832792440', '6832792439', '6832792438', '6832792437', '6832792440']",59538,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
824,732284348,"['6857021411', '6857021409', '6857021408', '6857021410', '6857021411']", ,generator, , , , ,Shell, , , , , , ,overhead, , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,small_installation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pole, , , , 
825,737035539,"['6900271856', '6900271855', '6900271854', '6900271853', '6900271856']",N 33807,substation, , , , , , , , , , , ,outdoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
826,737641520,"['6906464492', '6906464491', '6906464490', '6906464489', '6906464492']",12049,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
827,737641521,"['6906464496', '6906464495', '6906464494', '6906464493', '6906464496']",52968,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
828,737641522,"['6906464500', '6906464499', '6906464498', '6906464497', '6906464500']",52806,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
829,737641523,"['6906464505', '6906464504', '6906464503', '6906464502', '6906464505']", ,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ü 24 2863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
830,737641524,"['6906464509', '6906464508', '6906464507', '6906464506', '6906464509']",54113,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
831,738500474,"['6915271059', '6915271058', '6915271057', '6915271056', '6915271059']",53142,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
832,741678122,"['6943109981', '6943109982', '6943109983', '6943109984', '6943109981']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
833,741678123,"['6943179985', '6943179986', '6943179987', '6943179988', '6943179985']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
834,741678124,"['6943179989', '6943179990', '6943179991', '6943179992', '6943179989']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
835,741678125,"['6943179993', '6943179994', '6943179995', '6943179996', '6943179993']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
836,744324838,"['6966390509', '6966390508', '6966390507', '6966390506', '6966390509']",57957,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
837,744324839,"['6966390513', '6966390512', '6966390511', '6966390510', '6966390513']",Ü 2 1754,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
838,744324840,"['6966390517', '6966390516', '6966390515', '6966390514', '6966390517']",52728,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
839,744324841,"['6966390521', '6966390520', '6966390519', '6966390518', '6966390521']",Ü 2 1754,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
840,744324842,"['6966390525', '6966390524', '6966390523', '6966390522', '6966390525']",52767,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
841,744324843,"['6966390529', '6966390528', '6966390527', '6966390526', '6966390529']",52736,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
842,744324844,"['6966390533', '6966390532', '6966390531', '6966390530', '6966390533']",52781,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
843,758956242,"['3849053694', '1510342855']", ,cable, ,3,380000, ,50Hertz Transmission GmbH,50, , , ,380-kV-Transversale Berlin,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
844,758956243,"['1510342855', '3849053674']", ,cable, ,3,380000, ,50Hertz Transmission GmbH,50, , , ,380-kV-Transversale Berlin,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
845,758956252,"['7088612863', '540750906']", ,cable, ,3,380000, ,50Hertz Transmission GmbH,50, ,bay, , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , ,Leitungsnummer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
846,762502844,"['7124637744', '7124637743', '7124637742', '7124637741', '7124637744']",33244,substation, , , , ,Stromnetz Berlin, , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
847,764430476,"['7141438123', '7141438122', '7141438119', '7141438121', '7141438120', '7141438123']",53207,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
848,766009978,"['7154184642', '7154184639', '7154184640', '7154184641', '7154184642']", ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
849,776267689,"['7242837681', '7242837680', '7242837679', '7242837678', '7242837681']",56493,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
850,779022217,"['7273673874', '7273673873', '7273673872', '7273673871', '7273673874']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
851,784634284,"['7330192555', '7330192554', '7330192553', '7330192552', '7330192555']",53052,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
852,785226852,"['7337487922', '7337487921', '7337487920', '7337487919', '7337487922']",53023,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
853,785924862,"['7346876375', '7346876374', '7346876373', '7346876372', '7346876375']",53157,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
854,790007575,"['7386111950', '7386111949', '7386111948', '7386111947', '7386111950']",52467,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
855,790007576,"['7386111954', '7386111953', '7386111952', '7386111951', '7386111954']",52873,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
856,790007577,"['7386111958', '7386111957', '7386111956', '7386111955', '7386111958']",52817,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
857,790007578,"['7386111962', '7386111961', '7386111960', '7386111959', '7386111962']",59400,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
858,790007579,"['7386111966', '7386111965', '7386111964', '7386111963', '7386111966']",59401,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
859,790007580,"['7386111970', '7386111969', '7386111968', '7386111967', '7386111970']",52746,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
860,790007581,"['7386111974', '7386111973', '7386111972', '7386111971', '7386111974']",52747,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
861,790007582,"['7386111978', '7386111977', '7386111976', '7386111975', '7386111978']", , , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,service,minor_distribution, , 
862,790007583,"['7386111982', '7386111981', '7386111980', '7386111979', '7386111982']",52790,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
863,792643949,"['7411866499', '7411866498', '7411866497', '7411866496', '7411866499']",53217,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
864,793448780,"['7419138605', '7419138586', '7419127477', '7419127446', '7419138605']", ,transformer, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
865,793978408,"['7426985908', '1765399083', '1765399085', '1765399087', '1765399092', '1765399091', '1128160294', '1128160287', '1681760585', '1681760596', '1681760601', '1681760607', '1681760610', '324060527', '323826850', '324059754', '324061551', '324060990', '281800498']", ,line,single,6,110000,2,EON_edis,50, , , ,Bau-Nho 1|2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
866,797142604,"['7455185527', '7455185526', '7455185525', '7455185524', '7455185527']",56353,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
867,797142605,"['7455185531', '7455185530', '7455185529', '7455185528', '7455185531']",52469,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
868,799182679,"['7474174501', '7474174500', '7474174499', '7474174498', '7474174501']",53126,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
869,807385137,"['7550051047', '7550051046', '7550051045', '7550051044', '7550051047']",54193,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
870,807747918,"['7553539720', '7553539719', '7553539718', '7553539717', '7553539720']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
871,813191300,"['7595887856', '7595887855', '7595887854', '7595887853', '7595887856']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
