,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
574,467187180,"['4618359425', '4618359422', '4618359423', '4618359424', '4618359425']",52901,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
575,468038461,"['4579602994', '4625880637', '4625880638', '4625880639', '4579602994']", ,substation, , , , , , , , , , , ,kiosk, , , , ,yes,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
576,468648261,"['4631453046', '4631453047', '4631453048', '4631453049', '4631453046']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
577,468828769,"['3234124092', '1362152759', '1362152761', '4110034231', '1362152748', '3234124109', '3234124092']", ,switchgear, , ,30000;750, ,S-Bahn Berlin GmbH,50;0, , , , , ,indoor, , , , , , , , , , , , , , , , , , , , , ,Das eigentliche Gleichrichterunterwerk., , , , , , ,flat, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , ,Hochspannungshaus, , , , , , , , , , , , , , , 
578,468828770,"['3234124093', '3234124094', '3234124095', '3234124096', '3234124097', '3234124098', '3234124099', '3234124100', '3234124101', '3234124102', '3234124103', '3234124104', '3234124105', '3234124106', '3234124107', '3234124108', '3234124093']", ,controlcenter, , , , ,S-Bahn Berlin GmbH, , , , ,Berlin Netzleitstelle Markgrafendamm, ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,3, , , , , , , , , , , , , ,IBMKD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , ,Schalthaus, , , , , , , , , , , , , , , 
579,468977132,"['4634101790', '4634101789', '4634101588', '4634101587', '4634101790']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
580,474239534,"['499522452', '499522450', '499522449', '4682400945', '4682400946', '403312437', '5794308499', '5593127308', '403312433', '403312438', '403312434', '415406466', '415406474', '5593128066', '415406465', '5593128464', '415406472', '415406481', '415406473', '415406478', '403312431', '415406477', '403312432', '5593128088', '403312427', '499522453', '403312428', '499522452']", ,substation, , ,110000, ,Vattenfall Europe AG,50, , , ,Umspannwerk Stromstraße, , , , , , , ,transmission, ,Berlin,UW SE,Stromstraße,Moabit,DE,10551,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
581,490368931,"['4825538542', '4825538541', '4825538540', '4825538539', '4825538542']", ,substation, , , , ,Vattenfall, , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2019-06-16, , , , , , , , , , , , , , 
582,495056580,"['4868434086', '4868434085', '4868434084', '4868434083', '4868434086']", ,substation, , , , , , , , , , , ,indoor, , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
583,502427393,"['4929078694', '4929078693', '4929078692', '4929078691', '4929078694']", ,substation, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
584,502433942,"['4929126612', '4929126611', '4929126610', '4929126609', '4929126612']",59521,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
585,506812633,"['4964680381', '4964680378', '4964680379', '4964680380', '4964680381']", ,substation, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
586,507963054,"['4973680018', '4973680017', '4973680016', '4973680015', '4973680018']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
587,511566614,"['5003805608', '5003805605', '5003805606', '5003805607', '5003805608']",43021,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
588,511566615,"['5003805612', '5003805609', '5003805610', '5003805611', '5003805612']",53125,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
589,512181803,"['5008608992', '5008608989', '5008608990', '5008608991', '5008608992']",N58372,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
590,512181805,"['5008609010', '5008609007', '5008609008', '5008609009', '5008609010']",Ü2 43021,substation, , ,10000;400, , , , , , , , ,indoor, , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
591,529068842,"['5140231096', '5140231093', '5140231094', '5140231095', '5140231096']", ,substation, , , , , , , , , , , , , , , , ,industrial,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
592,531278316,"['5157374201', '5157374202', '5157374203', '5157374212', '5157374205', '5157374204', '5157374201']", ,transformer, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
593,538069017,"['5208953688', '5208953687', '5208953686', '5208953685', '5208953688']",59512,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
594,538334335,"['5210853157', '5210853156', '5210853155', '5210853154', '5210853157']",59506,substation, , , , ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
595,540873188,"['5231585205', '5231585204', '5231585203', '5231585202', '5231585205']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
596,541545213,"['1256888937', '5236482289', '5236482288', '5236482287', '1256888937']",7805,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
597,543110021,"['5250415948', '5250415949', '5250415950', '5250415951', '5250415948']", ,cable_distribution_cabinet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
598,543116171,"['5250481046', '5250481047', '5250481048', '5250481049', '5250481046']", ,cable_distribution_cabinet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
599,543119643,"['5250471737', '5250471738', '5250471739', '5250471740', '5250471737']", ,cable_distribution_cabinet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
600,543119647,"['5250471758', '5250471759', '5250471760', '5250471761', '5250471758']", ,cable_distribution_cabinet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
601,547364250,"['5288974361', '5288974362', '5288974363', '5288974364', '5288974361']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
602,548174001,"['5295941628', '5295941625', '5295941626', '5295941627', '5295941628']", ,generator, , , , ,RWE Innogy Cogen GmbH, , , , ,Heizzentrale, , , , , , ,service, , , , , , , , , ,gas, , , , , , , ,combustion, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , ,boiler, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
603,551121492,"['5322523424', '5322523423', '5322523422', '5322523421', '5322523420', '5322523419', '5322523418', '5322523417', '5322523416', '5322523415', '5322523414', '5322523413', '5322523424']",79007,substation, , , , ,Stromnetz Berlin, , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
604,551330462,"['5324520346', '5324520347', '5324520349', '5983589676', '5487317865', '5324520350', '5324520348', '3726530976', '5337185829', '5324520346']", ,generator, , , , ,Rewe, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
605,553064763,"['5339090687', '5339090688', '5339090689', '5339090690', '5339090687']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
606,556588048,"['5309730729', '5309730309', '5309730266', '5309730700', '5309730729']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
607,558199752,"['5382546262', '5382546261', '5382546260', '5382546259', '5382546262']", ,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56444, , , , , , , , , , , , , 
608,558491829,"['5386004766', '5386004765', '5386004764', '5386004763', '5386004766']", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,compensator,service,Deutsche Bahn AG, , , , , , , , , , 
609,558511845,"['5386515688', '5386515685', '5386515686', '5386515687', '5386515688']",66823,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
610,559155794,"['5393540938', '5393540939', '5393540940', '5393540941', '5393540938']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
611,559155795,"['5393540942', '5393540943', '5393540944', '5393540945', '5393540942']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
612,559499690,"['5396230670', '5396230668', '5396230669', '1801057575', '5396230670']",6857,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
613,560360943,"['5403962718', '5403962719', '5403962720', '5403962821', '5403962718']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
614,561568642,"['5414666004', '5414666003', '5414666002', '5414666001', '5414666004']",52916,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
615,566030015,"['5450230783', '5450230782', '5450230781', '1376624096', '5450230783']",52607,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
616,568509212,"['5471204137', '5469293537', '5469293535', '5469293534', '5471204134', '1851025549', '1851025550', '1851025551', '1851025552', '1851025553', '2690299097']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
617,568726077,"['5471152675', '5471152676', '5471152677', '5471152678', '5471152675']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
618,573650391,"['5508754413', '5508754414', '5508754415', '5508754416', '5508754413']", ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,traction, , , , , , , , , 
619,574606213,"['5515065527', '5515065528', '5515065529', '5515065530', '5515065527']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
620,574606214,"['5515065533', '5515065534', '5515065535', '5515065536', '5515065533']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
621,578573646,"['5543216508', '5543216509', '5543216510', '5543216511', '5543216508']", ,transformer, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
622,579231580,"['5547792538', '5547792539', '5547792540', '5547792541', '5547792538']", ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
623,579301769,"['5548237665', '5548237666', '5548237667', '5548237668', '5548237665']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
624,579301770,"['5548237669', '5548237670', '5548237671', '5548237672', '5548237669']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
625,579301771,"['5548237673', '5548237674', '5548237675', '5548237676', '5548237673']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
626,583563977,"['5579116841', '5579116842', '5579116843', '5579116844', '5579116841']", ,substation, , , , ,Energienetze Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
