,ID,Location,power,source,ref,abandoned:power,note,location:transition,line_attachment,design,source:ref,abandoned,source_ref,source:position,removed:power,fixme,old_ref,tower:type,frequency,operator,operator:wikidata,operator:wikipedia,voltage:primary,voltage:secondary,removed:ref,removed:location:transition,material,barrier,line_management,access,voltage,addr:city,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,entrance,substation,description,tower:construction,start_date,foot,name,bicycle,circuit:endpoint:building,3dr:direction,man_made,natural,leaf_type,leaf_cycle,highway
174,81406332,13.308715/52.231074,tower,survey,177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
175,81407732,13.300835/52.235312,tower, ,174, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
176,81407733,13.296736/52.236707,tower, ,173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
177,81415922,13.292619/52.238107,tower, ,172, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
178,81415924,13.288412/52.239543,tower, ,171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
179,81419277,13.288447/52.242150,tower, ,170, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
180,102539221,13.280992/52.526585,tower, ,9, ,Endmast / End of overhead line,yes,anchor,one-level, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
181,102539473,13.281142/52.526686, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
182,102539474,13.280812/52.526469, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
183,102542385,13.263605/52.529193,tower, ,5, , , ,anchor,donau, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
184,102544227,13.248026/52.531336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
185,102544229,13.248422/52.531277, , ,1,tower, , ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
186,102544230,13.251243/52.529450, , ,2,tower, , ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
187,102544232,13.255348/52.529355, , ,3,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
188,102544234,13.267640/52.528548, , ,6,tower, , ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
189,102549968,13.270960/52.528633, ,survey,7,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
190,102549969,13.274185/52.528720, , ,8,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
191,102549970,13.277427/52.528784, , ,9,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
192,102549971,13.280934/52.528864, , ,10,tower, , ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
193,102549972,13.282735/52.531505, , ,11,tower, , ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
194,102549973,13.285149/52.531864, , ,12,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
195,102549975,13.288008/52.532293, , ,13,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
196,102549976,13.290342/52.532633, , ,14,tower,Endmast / End of overhead line, ,anchor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
197,133262513,13.292494/52.533852, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
198,133262518,13.292455/52.534010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
199,133262521,13.292582/52.534021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200,133262525,13.292578/52.534037, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
201,133262532,13.292812/52.534059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
202,133262537,13.292854/52.533885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
203,148248894,13.469473/52.521947,tower, ,78, , , ,anchor,two-level, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
204,169398838,13.510725/52.634207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,169398839,13.510958/52.634378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,169398840,13.510127/52.634795, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
207,169398841,13.510072/52.634754, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
208,169398842,13.509664/52.634959, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
209,169398843,13.509792/52.635054, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
210,169398844,13.509651/52.635124, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
211,169398845,13.509522/52.635030, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
212,169398846,13.509363/52.635109, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
213,169398848,13.509186/52.634979, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
214,220657995,13.494496/52.559840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
215,244159088,13.504770/52.473201, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
216,247635671,13.504277/52.473028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
217,248180499,13.259075/52.529254, , ,4,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
218,254075804,13.489543/52.624074,abandoned, , , ,Hochspannungsmast abgebaut, , , , ,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
219,255558848,13.305498/52.233721,tower,survey,175, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
220,261670747,13.494365/52.559842,portal,survey,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
221,262210811,13.469611/52.521921, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
222,262210812,13.469418/52.521839, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
223,266136964,13.527409/52.558010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
224,266136965,13.526736/52.558432, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
225,266136966,13.528343/52.559066, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
226,266183951,13.398218/52.527698, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
227,266183952,13.398241/52.527649, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
228,266183955,13.398340/52.527444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
229,266183956,13.398376/52.527370, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
230,266183962,13.398729/52.527791, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
231,266183963,13.398869/52.527458,transformer,survey,N927, , , , , , , , , , , , , ,50,Vattenfall GmbH,Q1649778,de:Vattenfall (Deutschland),10000,400, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
232,266183977,13.398702/52.527786, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
233,266183978,13.398536/52.527756, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
234,268981052,13.464937/52.504796,abandoned, , , ,Mast abgebaut, , , , ,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
235,269249382,13.483142/52.500586, , , , , , , , , , , , ,tower, , , , , , , , , ,15,yes, , , , , , , , , , , , , , , , , , , , , , , , , , 
236,269251813,13.513221/52.486103, , , ,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
237,270798685,13.330379/52.562923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
238,271943769,13.505440/52.472590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
239,271968693,13.508411/52.473985, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
240,274975360,13.518004/52.472442, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
241,276885755,13.467654/52.631723,tower,survey,29, ,Endmast / End of overhead line,yes,anchor,two-level, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
242,281800498,13.548662/52.687215,tower, ,10, , , ,anchor,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
243,286699065,13.496032/52.588443,tower,survey,3, , , , ,two-level, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
244,286699067,13.494393/52.587792, ,Yahoo,2,tower, , , , , , ,extrapolation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
245,286699068,13.493758/52.588428, ,survey,1,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
246,287456869,13.467562/52.502551, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
247,290092326,13.507020/52.474760, , , , , , , , , , , , , , , , , , , , , , , , , ,gate, , , , , , , , , , , , , , , , , , , , , , , , 
248,295838897,13.247517/52.529961, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
249,295838898,13.247645/52.530246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
250,295838899,13.247502/52.530270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
251,295838900,13.247374/52.529984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
252,296406099,13.343686/52.544100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
253,296406100,13.343866/52.543969, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
254,296406102,13.343624/52.543845, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
255,296406104,13.343444/52.543975, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
256,296940016,13.597414/52.441297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
257,296940027,13.597217/52.441192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
258,297820654,13.612392/52.498269, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
259,297820689,13.612588/52.497949, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
260,297820690,13.612253/52.498039, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
261,298030491,13.518126/52.426259, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
262,298030492,13.516705/52.426364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
263,298266116,13.306495/52.458566, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
264,298266150,13.306356/52.458607, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
265,299751062,13.511104/52.478447,abandoned,Yahoo,4, , , , , ,interpolation, , ,Yahoo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
266,299751064,13.509001/52.474856,abandoned,Yahoo,2, , , , , ,interpolation, , ,Yahoo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
267,299751167,13.505382/52.473114,tower,interpolation,1, , , , ,two-level, , , , , , , , , ,Stromnetz Berlin,Q110255475,de:Stromnetz Berlin, , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
268,299751212,13.512176/52.480685, , , , , , , , , , , , ,tower, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
269,299751213,13.511551/52.476039,abandoned,Yahoo,3, , , , , ,interpolation, , ,Yahoo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
270,300008842,13.306943/52.581640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
271,300008844,13.307169/52.581746, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
272,300008845,13.307569/52.581547, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
273,300008847,13.307250/52.581398, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
274,307598185,13.257242/52.396358,tower, ,20T, , ,yes,anchor,one-level,interpolation, , , , , , , , , , , , , , , ,steel, ,termination, , , , , , , , , , , , , , , , , , , , , , , 
275,309150520,13.507153/52.474592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
276,309150522,13.507374/52.474388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
277,309150523,13.507018/52.474244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
278,309150524,13.507165/52.474108, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
279,309150526,13.505437/52.473412, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
280,309150528,13.505313/52.473527, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
281,309150530,13.504928/52.473371, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
282,309150531,13.504684/52.473596, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
283,313182274,13.464897/52.502317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284,313182278,13.464789/52.502099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
285,313182284,13.464640/52.502229, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
286,313906101,13.306866/52.582161, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
287,313906102,13.306679/52.582071, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
288,313906103,13.306451/52.582248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289,313906104,13.306637/52.582337, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
290,315015313,13.455877/52.521420, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
291,315015314,13.456991/52.521220, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
292,315015315,13.457176/52.521483, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
293,315015316,13.456047/52.521762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
294,315015319,13.455567/52.521422, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
295,315015320,13.456002/52.521932, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
296,315015321,13.455800/52.521970, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
297,315015322,13.455421/52.521451, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
298,320247273,13.458079/52.607011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
299,320936061,13.535071/52.534230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
300,320937190,13.516286/52.563177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
301,323826850,13.531277/52.683592,tower, ,4S, , , ,suspension,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
302,324059754,13.534592/52.683872,tower, ,3S, , , ,anchor,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
303,324060527,13.528392/52.683371,tower, ,5S, , , ,anchor,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
304,324060990,13.543872/52.686097,tower, ,1S, , , ,suspension,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
305,324061551,13.539320/52.685032,tower, ,2S, , , ,suspension,one-level, , , , , , , , , , , , , , , , ,steel, , , , , , , , , , , , , , , , , , , , , , , , , 
306,324702735,13.422057/52.356590,tower, ,122, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
307,327180720,13.477423/52.386401,tower,Yahoo,17N, , , , , ,extrapolation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
308,330030719,13.464525/52.390726,tower, ,108, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
309,332050858,13.212466/52.578903, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
310,332050859,13.212166/52.578914, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
