,ID,Nodes,abandoned:power,cables,frequency,line,note,operator,ref,voltage,wires,layer,power,source,name,created_by,circuits,highway,maxspeed,name:hsb,building,generator:source,abandoned:building,plant:output:electricity,plant:output:hot_water,disused,wikidata,access,barrier,old:operator,website,disused:power,abandoned,demolished:building,demolished:power,surface,tracktype,substation,building:levels,rating,generator:method,generator:output:electricity,substance,service,location,fixme,ref:Vattenfall,roof:shape,abandoned:substation,description:de,object:postcode,object:street,object:suburb,vacant,historic:power,old_name,landuse,roof:colour,plant:source,wikipedia,voltage:primary,voltage:secondary,sidewalk,height,roof:levels,check_date,type,year,ruins,description,power_supply,toilets:wheelchair,tourism,wheelchair,substation:type,man_made,street_cabinet,material,FIXME,object:village,source:image,level,operator:wikidata,seamark:cable_submarine:category,seamark:cable_submarine:name,seamark:type,information,capacity,fee,operator:wikipedia,area,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,disused:substation,building:colour,addr:postcode,addr:street,alt_name,image,building:part,colour,management_region,sanitary_dump_station,waterway,addr:housenumber,addr:village,start_date,bldam:criteria,heritage,heritage:operator,historic,ref:bldam,year_of_construction,building:height,voltage-low,alt_name2,lfd:criteria,ref:lfd,transformer,tower:type,addr:hamlet,sport,disused:rating,disused:voltage,disused:building,owner,denotation,object:hamlet,project number,artist_name,artwork_type,addr:suburb,url,building:material,roof:material,project,object:isolated_dwelling,old_ref,addr:city,inscription,old_operator,addr:country,amenity,shelter_type,structure,object:place,source2,object:town,removed:power,mapillary,tunnel,utility,bridge,design,power:disused,railway:electricity:ref,vattenfall_ref,survey:date,battery,storage:type,pump
48,39097355,"['467339796', '467356427', '467356458', '467356465', '467356470', '467356477', '467356481', '467356486', '467356493', '467356497', '467356502', '467356504', '2122632235', '2122632215', '467356509', '467356514', '467356517', '467356520', '467356524', '467356529', '467356533', '467356536', '467356542', '467356547', '467356551', '467356554', '467356559', '467356564', '2056725448', '2056725436', '467356567', '467356573', '467356576', '467356581', '467356586', '467356590', '467356593', '467356600', '467356606', '467356609']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49,39097855,"['467339837', '467360243', '467360248']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,39097892,"['467372696', '467372700', '467372703', '467372707', '467372696']", , , , , , , ,110000, , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,39440406,"['472409709', '3734330927', '472409710']", ,3,50, , ,EON_edis, ,110000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52,39538492,"['31127599', '1886240213', '1377246758', '1377246736', '31127600', '1377246524', '31127601', '1636348732']", , , , , , , , , , , , ,Saspower Landstraße, , ,residential, ,Zaspicka pśezpolna droga, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
53,39626060,"['2495270064', '2495270070', '2124043833', '2124043851']", ,3, , , ,EON_edis, ,110000,single, ,line, ,Nhg-Fü 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54,39639428,"['4352985888', '254313894', '254313860', '254313242', '254313241', '254313240', '254313239', '254313238', '254313237', '254313236', '254313235', '254313234', '254313233', '254313232', '254313231', '254313230', '254313229', '254313228', '254313227', '254313226', '254313225', '254268059', '262648261', '262648182', '254267772', '254267771', '254267770', '254267769', '254267768', '2124068967', '4352998696']",line, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55,39645483,"['302353975', '302351777']", ,3, , , ,e.dis, ,110000,single, ,line, ,SWB-Pre 8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,39645484,"['302351776', '302353975']", ,3, , , ,e.dis, ,110000,single, ,line, ,Pre-Rat 10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57,39645485,"['302351777', '302351776']", ,3, , , ,e.dis, ,110000,single, ,line, ,Rat-Wu 12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58,39646680,"['475278977', '475278978', '475278980', '475278981', '475278977']", , , , , , , , , , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59,40895836,"['497734044', '497734046', '497734048', '497734050', '497734044']", , , , , , ,KEA 110 kV, , , ,substation, , , , , , , , , , , , , , ,no,fence, , , , , , , , ,transition, , , , , , ,outdoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,40916643,"['498247614', '498247659', '498247652', '498247643', '498247614']", , , , , , , , , , ,switchgear, , , , , , , ,industrial, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,41405923,"['506367972', '506367974', '506367976', '506367978', '506367972']", , , , , , , , , , ,substation,Bing, , , , , , ,electricity, , , , , , , , , , , , , , , , ,traction, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,41559085,"['2018417534', '509708888', '509708869', '509708871', '509708873', '509708874', '509708876', '509708878', '509708866', '509708897', '509708895', '2058427005']", , , , , , , , ,3, ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,41794707,"['515721927', '515721932', '515721911', '515721917', '515721927']", , , , , ,E.ON edis AG, , , , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64,42300615,"['1402634724', '527841245', '527841233']", , , , , ,enviaM, ,110000, , ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
65,42701547,"['529418951', '4294703186', '4294703185', '4294703184', '4294703183', '4294703182', '4294703181', '4294703180', '4294703179', '533980217', '4294703178', '4294703177', '4294703176', '4294703175', '4294703174', '4294703173', '4294703172', '4294703171', '4294703170', '4294703169', '4294703168', '534932939']", ,3, , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"genauer Verlauf, Maste", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
66,42881877,"['536805548', '1838142095', '1838142101', '536805549', '1838142111', '1838142107', '536805550', '536805551', '1838142080', '1838142081', '536805548']", , , , , , , , , , ,abandoned:station, , , , , , , , , , , , , , , ,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67,43719352,"['553319948', '553319954', '553319957', '553319960', '553319948']", , , , , , , ,10000;400, , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution,1, , , , , , , ,Ü 242618,flat, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68,43719996,"['1043694741', '1045029777', '1045029980', '1045029576', '1045029989', '1045029683', '1045029589', '1045030010', '1045029830', '1045029712', '1045030037', '1045029862', '1045030082', '2414493875', '1045029651', '1045029679', '1045029585', '1045029852', '1045029663', '1045029613', '1045029635', '1045030069', '553325018', '553325015', '553325016', '553325017', '553325009']", ,6, , , , , ,110000,single, ,line,Bing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,43831924,"['555979681', '555979686', '555979684', '555979683', '555979681']", , , , , , , , , , ,substation,survey, , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
70,43831932,"['555979783', '555979789', '555979787', '555979785', '555979783']", , , , , , , , , , ,substation,survey, , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
71,46953601,"['2004614612', '599229840', '599229838', '599229839', '599229837', '599229836', '599229835', '599229834', '599229833', '599229832', '599229831']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,47057482,"['600196497', '600196496', '600196499', '600196498', '600196497']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
73,47189367,"['601412700', '601412702', '601412703', '601412701', '601412700']",substation, , , , ,EMB, , , , , ,http://www.briesetal-verein.de/berichte.html, , , , , , ,transformer_tower, , , , , , , , , , , , , , , , , , , , , , , , , , ,gabled,minor_distribution,ehemalige Transformatorenstation aus Backstein,16547,Friedensallee,Birkenwerder,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
74,47295661,"['602517408', '602517402', '602517403', '602517409', '602517408']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75,47422228,"['603603411', '603603412', '603603414', '603603415', '603603416', '603603417']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76,47997427,"['2380099578', '2380099557', '2380099533', '2380099561', '2380099564', '2380099574', '2380099577', '2380099562', '2380099518', '2380099541', '2380099504', '2380099535', '2380099527', '2380099529', '2380099567', '2380099494', '2380099509', '2380099515', '2380099545', '2380099499', '2380099559', '1094059250', '4861170365', '4861170366', '610404163', '610404164', '610404165', '610404167', '2380099573', '2380099538', '2380099547', '2380099575', '2380099579', '2380099563', '2380099568', '4861170364']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77,48080530,"['611182211', '611182201', '611182197', '611182208', '611182211']", , , , , , , , , , ,substation,survey, , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78,49422877,"['627733331', '627733342']", ,3,50, , ,EON_edis, ,110000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
79,50769558,"['647139683', '647206751', '647206759']", ,3,50, , ,EON_edis, ,110000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
80,51769717,"['4352998694', '4352998695']", ,3,50, , ,E.DIS Netz GmbH, ,110000,single, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,line,SfW-Thy 4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
81,51997456,"['662984151', '662984152', '662984153', '662984154', '662984155', '662984156', '662985700', '662984157', '662984158', '662984151']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , ,yes, , , , , , , , , , , ,distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
82,52450778,"['666892352', '666892345', '666892348']", ,6, , , ,E.DIS Netz GmbH, ,110000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
83,52582609,"['667990324', '673974753', '667990322', '673974755', '673974754', '673974749', '673974750', '667990317', '673974752', '673974751', '673974762', '673974761', '673974760', '673974763', '667990381', '673974759', '673974758', '673974757', '673974756', '667990370', '667990364', '667990363', '667990362', '667990361', '667990293', '1287487497', '667990291']", ,3, , , ,E.ON edis AG, ,3000, ,3,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84,52582610,"['667990335', '667990334', '667990336', '667990331', '667990332', '667990333', '667990313', '667990314', '667990311', '667990310', '667990308', '667990307', '1283890607', '667990305', '667990297', '667990295']", ,3, , , ,E.ON edis AG, ,3000, ,3,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85,53019449,"['671539550', '671539544', '671539541', '671539548', '671539546', '671539547', '671539514', '671539513', '671539562', '671539561']", ,4, , , ,E.ON edis AG, ,400, ,3,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86,53019451,"['671539565', '671539563', '671539561', '671539508', '671539507', '671539500', '671539499', '671539498', '671539497', '671539496', '671539495', '671539494', '671539492', '671539491', '1421877045', '671539488', '671539455', '671539452', '671539448', '671539446', '671539447', '671539440']", ,4, , , ,E.ON edis AG, ,400, ,3,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,53019452,"['671539502', '671539504', '671539533', '671539516', '671539515', '671539518', '671539505', '671539511', '671539506', '671539507', '671539501', '671539559', '671539555', '671539557', '671539556']", ,4, , , ,E.ON edis AG, ,400, ,3,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
