,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,route,to,type,voltage,wires,colour,note,via,ref,fixme,old_operator,old_name,note:de,operator:abbr,via:2,capacity,name:de,ref:1,operator:short,rating,wikidata,wikipedia,fre,network,source
112,1083038,"['698856323', '216991701', '698856324', '106607620', '563130950', '909280906', '68561225', '698858472', '106498923', '25039685', '25051140', '432637932']",3,50, ,Bochum-Wanne West,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
113,1083040,"['741703032', '29471048', '219916744', '29471047', '1094055455', '29077623', '29471978']",3,50, ,Hervest-Dorsten - Kusenhorst Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
114,1083041,"['614837710', '630224739', '310727856', '746762665', '215425511', '215425513', '746762668', '746762669', '135627985', '92314579', '24462426']", ,50, ,Hüthum Ost,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
115,1083042,"['25027016', '25027738', '909279911', '61733759', '61910792', '398226435', '35264730', '61733765', '698861285', '60450500', '150260449', '698860707', '698860712', '23053380']",3,50, ,Zollverein Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,double;single,red,"an 220kV-Isolatoren, von M125 bis 127 double-Leitung", , , , , , , , , , , , , , , , , , 
116,1083043,"['50317585', '50317584', '443639979', '443639980', '34254601', '22710060', '33647679', '34122030', '152315133', '23084420', '23084417']",3,50, ,Xanten West,RWE, , ,power, ,route,110000, ,green, , , , , , , , , , , , , , , , , , , 
117,1083044,"['910162975', '112668072', '112668079', '216987765', '68023979', '63112954', '63112963']",3,50, ,Hattingen - Linden,RWE, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
118,1083045,"['698856323', '216991701', '698856324', '106607620', '563130950', '909280906', '68561225', '698858472', '25033483', '25039685', '25051140', '432637932']",3,50, ,Bochum-Wanne Ost,RWE, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
119,1083046,"['66038431', '112668653', '152434783', '112668652', '66038367', '156398575']",3,50, ,Elbestr Ost,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
120,1083047,"['34408853', '64630955', '61733751', '27392522', '27374026']",3,50, ,Frillendorf Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
121,1083048,"['28452784', '66676631', '137379603', '907855058', '425101310', '425101311', '136891950']",3,50, ,Sodingen Ost,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
122,1083049,"['68554271', '216991703', '216991704', '68554264', '68023982', '68018968', '68018966']",3,50, ,Bochum-Eppendorf,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
123,1083050,"['741703033', '29471048', '219916744', '219916745', '1094055454', '29077623', '29471978']",3,50, ,Hervest-Dorsten - Kusenhorst Süd,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
124,1083051,"['25092905', '25092902', '64630955', '64630954', '61733752', '61910831', '71503533', '61910830', '34408853']",3,50, ,Karnap West,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,upper half white;lower half green, , , , , , , , , , , , , , , , , , , 
125,1083052,"['42921000', '25032394', '42920998', '25028229', '25028004', '25027016']",3,50, ,Rotthausen West,RWE,Q138133, ,power, ,route,110000,single,upper half yellow; lower half green, , , , , , , , , , , , , , , , , , , 
126,1083054,"['33881310', '33876853', '58996911', '910617078', '115069312', '910617079', '25315181', '113689848', '86143233', '113546936', '205979547', '205979548', '29425014']",3,50, ,Prangenhaus Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,red; orange, , , , , , , , , , , , , , , , , , , 
127,1083055,"['28452784', '137379604', '137379603', '907855058', '425101310', '425101311', '136891950', '66676628', '66676626']",3,50, ,Sodingen West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
128,1083056,"['25038466', '70691553', '70691555', '70691559', '71503492', '25027226', '25027134', '38753521', '61733761', '74489203', '146685900', '23302395']",3,50, ,Gelsenkirchen Süd,RWE,Q138133, ,power, ,route,110000,single,upper half yellow; lower half green,"220kV-Isolatoren, an Masten in Rotthausen steht 220kV Gelsenkirchen Süd, das passt aber nicht zum Trafo auf Rheinelbe", , , , , , , , , , , , , , , , , , 
129,1083057,"['24462426', '119423363', '24462444', '60725334', '60725329', '989041807', '60725325', '210457501', '989041803', '989041804', '32443772', '25788423']",3,50, ,Drevenack Süd,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
130,1083058,"['25051880', '25051701', '70691556', '148119398', '70691552', '70691555', '25032392', '61733762', '61733766', '38753521', '61733764', '23302395', '25027134', '25027016']",3,50, ,Nordstern Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,upper half red; lower half white, , , , , , , , , , , , , , , , , , , 
131,1083060,"['42920631', '1094055462', '219916741', '118923735', '29077623', '118923750']",3,50, ,AV 3/7 Nord,Westnetz, , ,power, ,route,110000,double,black, , , , , , , , , , , , , , , , , , , 
132,1083061,"['106742949', '106742948', '61733752', '64630954', '64630955']",3,50, ,Frillendorf Süd,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
133,1083062,"['25038466', '70691553', '70691555', '70691559', '25051812', '61910806', '25092955', '25092903']",3,50, ,Gelsenkirchen Nord,RWE,Q138133,de:RWE,power, ,route,110000,double;single,green, , , , , , , , , , , , , , , , , , , 
134,1083063,"['58404277', '58402059', '105572023', '42920997', '42921001', '25032395', '42920998', '25028229', '25028004', '25027016']",3,50, ,Rotthausen Ost,RWE,Q138133, ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
135,1083064,"['29077623', '42920632', '392664296', '72658476', '69990799', '42920629', '219916742', '1094055464']",3,50, ,Brassert Ost,RWE, , ,power, ,route,110000,double;single,white, , , , , , , , , , , , , , , , , , , 
136,1083065,"['34408853', '106742949', '106742948', '61733752', '61733750', '27392522', '27374026']",3,50, ,Herkules West,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
137,1083066,"['24462426', '119423363', '24462444', '60725334', '60725329', '989041807', '906387467', '210457501', '989041803', '989041804', '32443772', '25788423']",3,50, ,Drevenack Nord,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
138,1083067,"['29077623', '1094055457', '118923742', '219916748', '741699972', '741699973', '29470635']",3,50, ,Kusenhorst-Wulfen Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
139,1083068,"['24479582', '914330289', '78043296', '914330290', '113689848', '25315181', '910617079', '115069312', '910617078', '58996911', '27261131', '114921952', '86143233', '113546936', '205979547', '59426808']",3,50, ,Heiligenhaus Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
140,1083069,"['32472808', '53542557', '44849990', '136891952', '66676629', '137379605', '28452784']",3,50, ,Knepper-Pöppinghausen Nord,RWE,Q138133,de:RWE,power, ,route,110000,double,green, , , , , , , , , , , , , , , , , , , 
141,1083070,"['66038431', '66038399', '67187072', '67187084', '67187081', '35763481', '67187079', '156917483']",3,50, ,Laer-Witten West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
142,1083071,"['28452784', '29164162', '137379677', '910077979', '155269862', '106607642', '432637938', '29282730', '66648780', '29282728']",3,50, ,Pöppinghausen-Wanne,RWE, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
143,1083072,"['25092903', '61910830', '71503533', '61910832', '61910792', '398226435', '35264730']",3,50, ,Karnap Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,blue,an 220kV-Isolatoren, , , , , , , , , , , , , , , , , , 
144,1083073,"['68554271', '68561216', '698857774']",3,50, ,Bochum-Heribertistraße,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
145,1083074,"['189145551', '61910812', '61910820', '61910801', '61910800', '106742949']",3,50, ,Vogelheim Ost,RWE,Q138133,de:RWE,power, ,route,110000,double;single,upper half red; lower half white, , , , , , , , , , , , , , , , , , , 
146,1083075,"['32472808', '53542557', '44849990', '136891952', '66676629', '137379606', '28452784']",3,50, ,Knepper-Pöppinghausen Süd,RWE,Q138133,de:RWE,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
147,1083076,"['29077623', '219916743', '1094055466', '42920629', '69990799', '72658476', '392664296', '42920632']",3,50, ,Brassert West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
148,1083077,"['67187086', '284982326', '284982396']",3,50, ,TEW Ost,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
149,1083078,"['219916740', '1094055463', '219916741', '118923747', '29077623', '118923750']",3,50, ,AV 3/7 Süd,Westnetz, , ,power, ,route,110000,double,green, , , , , , , , , , , , , , , , , , , 
150,1083079,"['136472782', '844075805', '312648597', '910120756', '741703039', '29471981', '29471983', '844126086', '844126087', '29472260', '29472308']",3,50, ,Lembeck - Stadtlohn,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
151,1083080,"['25051880', '65075900', '25052073', '25089762', '60882522', '72658453', '25088919', '72658454', '911724193', '911724194']",3,50, ,Hugo West,RWE,Q138133,de:RWE,power, ,route,110000,single,upper half yellow; lower half green, , , , , , , , , , , , , , , , , , , 
152,1083081,"['308977470', '114770077', '114662259', '61910802', '865890153', '61910800', '106742949', '72658373', '61910679', '61910801', '72658372', '28124047']",3,50, ,Altendorf Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
153,1083082,"['60872705', '63108372', '63108371', '63108373', '60610845', '754189879', '754189880', '33623933', '60869538', '25315181', '113689848', '113546936']",3,50, ,Dahlhausen Ost,Westnetz, , ,power, ,route,110000,double;single,upper half red;lower half white, , , , , , , , , , , , , , , , , , , 
154,1083928,"['26628285', '25204967', '630686745', '630686744', '33722751', '26647881', '26647878', '22768128']",3,50, ,Witterschlick West,RWE,Q138133,de:RWE,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
